domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text,sentence_type,sentence_type_fine
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006154,Fijian-English_Dictionary.txt,fj,en,fj->en,isoqosoqo,"vakamarama n. womens’ association of the methodist church, founded by mrs. derrick who gave it the name na ruve.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006967,Fijian-English_Dictionary.txt,fj,en,fj->en,never deliberately planted,"seeds except for a few fruit trees. their only gardening tools were a club to knock down bush for clearing by burning, and also a digging stick (doko) that is still commonly used.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008376,Fijian-English_Dictionary.txt,fj,en,fj->en,baskets,"and modernly , laundry baskets, or small decorative baskets. one var. has thin stem, called",short,statement
definition,definition,definition|000544,definition.xlsx::Sheet1,fj,en,fj->en,ruarua,both,short,headword
bible,genesis,bible|genesis|022|014,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and abraham called the name of that place jehovahjireh: as it is said to this day, in the mount of the lord it shall be seen.","o eparaama sa vakayacana na vanua o ya me, sa vakarautaka o jiova, me yacova na siga oqo. ""ena ulunivanua i jiova, sa vakarautaki kina. """,long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000483,Fijian-English_Dictionary.txt,fj,en,fj->en,province,"and colo east, where they have been eaten. they live in dead, rotting vegetation.",short,statement
conversational,years_9_10,conversational|years_9_10|00114,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,"ke draki ca, au na tiko ga i vale.","if the weather is not fine, i will stay home.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001796,Fijian-English_Dictionary.txt,fj,en,fj->en,made,"three trips to tonga, returned to cakobau, was feet long by feet wide with mast to feet. crew of men. after cakobau died, it was returned to taveuni and left to rot. very few drua",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004139,Fijian-English_Dictionary.txt,fj,en,fj->en,fijians themselves made no,"carvings of people, or any other natural images. modernly, the word matakau now include carved images, such as roman catholic statuettes and the hindu gods.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000583,Fijian-English_Dictionary.txt,fj,en,fj->en,buca,"adj . dirty and still, of water, as in wai buca.",short,statement
definition,definition,definition|000550,definition.xlsx::Sheet1,fj,en,fj->en,sa vakaisini,abased,short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003222,Fijian-English_Dictionary.txt,fj,en,fj->en,kuluvotu,"n. bird, many-coloured fruit dove, ptilinopus perousii, favours fruiting banyan trees, common in forests.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002685,Fijian-English_Dictionary.txt,fj,en,fj->en,way,"of lif e, p . .) the height of the doorway opening was formerly very low ; a visitor could not",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003563,Fijian-English_Dictionary.txt,fj,en,fj->en,ligaliga ca,"n., adj . person who performs witchcraft.",short,statement
definition,definition,definition|000486,definition.xlsx::Sheet1,fj,en,fj->en,oca,tired,short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005425,Fijian-English_Dictionary.txt,fj,en,fj->en,iroiroi,"n. pectoral fins, fins on both sides of fish, for propulsion.",short,statement
bible,genesis,bible|genesis|010|023,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"o ira na luvei erami oqo: o usi, uli, qesa kei masi.","and the children of aram; uz, and hul, and gether, and mash.",medium,statement
bible,genesis,bible|genesis|010|023,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and the children of aram; uz, and hul, and gether, and mash.","o ira na luvei erami oqo: o usi, uli, qesa kei masi.",medium,statement
bible,genesis,bible|genesis|036|023,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sai ira oqo na luvei sobali: o elirani, o manaeci, o ibali, o sefo, kei onami.","and the children of shobal were these; alvan, and manahath, and ebal, shepho, and onam.",medium,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001237,Fijian-English_Dictionary.txt,fj,en,fj->en,dadaka,"(or) dakadaka adj . slack, of a tether, rope or binding that needs tightening. vaka-dadaka-taka v .",short,statement
bible,genesis,bible|genesis|046|006,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and they took their cattle, and their goods, which they had gotten in the land of canaan, and came into egypt, jacob, and all his seed with him:","era sa kauta na nodra manumanu kei na nodra i yaya, era sa rawata ena vanua o kenani, ka lako sobu ki ijipita, o jekope kei ira kecega na nona kawa.",long,statement
bible,genesis,bible|genesis|014|013,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"e dua vei ira sa dro mai, ka mai tukuna vei eparama na iperiu, ni sa tiko o koya mai mamire ena veivunikau e amoraiti, na taci esekoli, na taci ena, era sa duavata kei eparama.","and there came one that had escaped, and told abram the hebrew; for he dwelt in the plain of mamre the amorite, brother of eshcol, and brother of aner: and these were confederate with abram.",long,statement
legal,constitution,constitution|52(2)(b),constitution - itaukei.txt,fj,en,fj->en,e volai ena ivola ni volayaca ni veidigidigi;,is registered on the register of voters;,short,legal_clause
conversational,years_9_10,conversational|years_9_10|00009,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,na yacai noqu qasenivuli o master john.,my teacher’s name is mr john.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005035,Fijian-English_Dictionary.txt,fj,en,fj->en,qeleqelea,"adj . soiled with dirt, as of clothes or the hands after gardening.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002705,Fijian-English_Dictionary.txt,fj,en,fj->en,joined her husband’s,village at marriage; these days that is not so often the case.) fijian children are,short,statement
bible,genesis,bible|genesis|050|001,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and joseph fell upon his father's face, and wept upon him, and kissed him.","sa tekiduru yani o joseva ena matai tamana ka tagi vakalevu, ka qai reguci koya.",medium,statement
definition,definition,definition|000397,definition.xlsx::Sheet1,en,fj,en->fj,family head (elected),matai,short,example
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006869,Fijian-English_Dictionary.txt,fj,en,fj->en,pandanus smoothed,"(wadruca) between the fingers. idiom: itibi tavako (or) itibi a “butt”, literally a “roll”, slang for a cigarette.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001264,Fijian-English_Dictionary.txt,fj,en,fj->en,dainimati,(eng.) n. dynamite. stolen dynamite is sometimes used by illegal fishermen. source of dynamite has been the gold mines.,short,statement
legal,constitution,constitution|157(6)(b),constitution - eng.txt,en,fj,en->fj,"modifying, varying, revising or altering it by amendment or otherwise;","taracake, veivukiyaki, railesuvi se veisautaki ena kena vakacurumi e so na veisau;",medium,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008574,Fijian-English_Dictionary.txt,fj,en,fj->en,we-na,"n. trace, footprint, scar. na we ni mavoa the scar (of the injury). na we ni yava footprints (yava foot, leg). we ni liga n. fingerprint (liga hand). wede, wedeva v. to flirt, act up, trying to be cute, showing off, usually to person(s) of opposite sex .",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004301,Fijian-English_Dictionary.txt,fj,en,fj->en,me,". preceding a pronoun (not “you”), me indicates a suggestion, polite request or implicit command: me daru lako. let’s go (us two). meu lako ? should i go?",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005598,Fijian-English_Dictionary.txt,fj,en,fj->en,isalasala,n. wrapped parcel of leaves containing food such as fish to be cooked in the earth oven.,short,statement
legal,constitution,constitution|82(a),constitution - itaukei.txt,fj,en,fj->en,"dua e kilai vinaka na nona veiqaravi e viti se veiyasai vuravura, ena tabana vakamatanitu se tabana tuvakaikoya;","has had a distinguished career in any aspect of national or international life, whether in the public or private sector;",medium,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002577,Fijian-English_Dictionary.txt,fj,en,fj->en,kasa,"(ni yaqona) n. section of yaqona stem with one or two nodes, planted for propagation, or cut and dried as an adulterant to the beverage when it is sold in the form of powder. virtually all yaqona that is",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003714,Fijian-English_Dictionary.txt,fj,en,fj->en,voiced,"emotion. virtually no fijians are agnostic or atheist though outside of the villages, a certain",short,statement
bible,genesis,bible|genesis|039|009,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"""sa sega ni dua e uasivi vei au ena vale oqo, sa sega talega ni vakavoca vei au e dua na ka me'u lewa, au sa lewa kecega, vakavo duadua o iko, ni o sa watina. me'u cakava vakacava nai valavala ca levu oqo, nai valavala ca vua na kalou? ""","there is none greater in this house than i; neither hath he kept back any thing from me but thee, because thou art his wife: how then can i do this great wickedness, and sin against god?",long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000584,Fijian-English_Dictionary.txt,fj,en,fj->en,bucekovu,adj . refers to children with very distended stomachs. could apply to pot-bellied adult.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006987,Fijian-English_Dictionary.txt,fj,en,fj->en,tekiduru,v. to kneel. duru-na knee.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001399,Fijian-English_Dictionary.txt,fj,en,fj->en,dave,". v. to flow (liquids, usually river, tide or blood). sa dave na dra. the blood has started to flow.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006320,Fijian-English_Dictionary.txt,fj,en,fj->en,suvu,"(eng.) soup. soup is customarily slurped, even if a spoon is used. (spoon is a modernism). as a separately cooked dish, soup was known only in coastal areas, not in the highlands where there were",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006665,Fijian-English_Dictionary.txt,fj,en,fj->en,are,"used for different occasions, colourful for weddings, solemn ones for solemn occasions, tattered",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000463,Fijian-English_Dictionary.txt,fj,en,fj->en,boivutuka,"v., adj . to smell musty, as of clothes, mats that need to be sunned out. boka v. to see. syn. rai-ca . a saying from lau, widely used in fij i, is the idiom sagasaga ya, e boka ya. yes, go ahead and try it and you will see (the consequences).",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006546,Fijian-English_Dictionary.txt,fj,en,fj->en,matetaka,"sick, refers to an infectious disease, one that spreads from a source such as flu. itakataka . n. a new usage of a word adapted by schoolteachers to indicate the correspondence of a fijian",short,statement
bible,genesis,bible|genesis|031|020,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and jacob stole away unawares to laban the syrian, in that he told him not that he fled.","sa dro yani o jekope, ka sa sega ni kila o lepani na kai siria ni sa sega ni via tukuna vua.",medium,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001704,Fijian-English_Dictionary.txt,fj,en,fj->en,drekea,"adj . low or virtually empty, of water in a pool, or the tide, a cooking pot or tea-pot.",short,statement
bible,genesis,bible|genesis|029|021,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"o jekope sa tukuna vei lepani, ""solia vei au na watiqu, ni sa oti na noqu veisiga ni veiqaravi, ni'u sa vinakata me curumi koya. ""","and jacob said unto laban, give me my wife, for my days are fulfilled, that i may go in unto her.",long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006171,Fijian-English_Dictionary.txt,fj,en,fj->en,soso,". n., adj . mud, muddy. by extension, in ceremonial speech, soso refers very modestly to one’s own land. even in ordinary speech to an outsider, a fijian will speak modestly of his own garden-land, as",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000201,Fijian-English_Dictionary.txt,fj,en,fj->en,warriors,"to another group of people, one tribe or village in a traditional relationship to another. bati",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002724,Fijian-English_Dictionary.txt,fj,en,fj->en,vakaukaua-i-yago,"(anglicism) v., n. body-building.",short,statement
