seg_id,domain,sentence_type,direction,source,reference,system_masked,system_true,hypothesis,error_present,error_types,severity,rationale,annotator
SEG000369,medical,,en->fj,Brain changes worsen dementia over time.,Na veisau ena mona e vakalevutaka na dementia ni sa toso na gauna.,S03,chatgpt,Na i niu ni ulu e solia na tamata ni mate ni ulu ena manawa.,,,,,annotator_A
SEG000106,conversational,,fj->en,me dua mai vei au.,i will have one serve.,S02,gemini,Give me one.,,,,,annotator_A
SEG000160,definition,,fj->en,i loma ni... kei...,between,S03,chatgpt,in the middle of... and...,,,,,annotator_A
SEG000322,legal,,fj->en,"e dua e sega ni daunilawa, ka digitaka na peresitedi ena ivakasala ni navosavakadua me salamuria na nodrau veitalanoa kei na vunilawa.","a person, not being a legal practitioner, appointed by the president on the advice of the chief justice following consultation by the chief justice with the attorney-general.",S03,chatgpt,"There is no representative, and the president is chosen based on a single recommendation to manage their discussions and decisions.",,,,,annotator_A
SEG000306,legal,,fj->en,"kevaka e dua na vosa se ivakamacala e vakaibalebale ena yavunivakavulewa qo, me wiliki ka raici na kena ibalebale ena iyatuvosa; kei na","if a word or expression is defined in this constitution, any grammatical variation or cognate expression of the word or expression has a corresponding meaning, read with the changes required by the context; and",S03,chatgpt,"if a word or explanation is ambiguous in this context, it should be referenced and considered its meaning in the context; and the",,,,,annotator_A
SEG000154,definition,,en->fj,aunt,tina-levu,S01,microsoft_translate,nei,,,,,annotator_A
SEG000074,conversational,,en->fj,an orange is sweet when it is unripe.,na moli e dau kamikamica ni se vou.,S04,google_translate,e kamikamica e dua na moli ni se bera ni matua.,,,,,annotator_A
SEG000362,medical,,en->fj,These resources can answer many questions you may have.,Na itukutuku oqori e rawa ni sauma e vuqa na taro e tiko vei iko.,S04,google_translate,Na ivurevure oqo e rawa ni sauma e vuqa na taro ena tiko vei iko.,,,,,annotator_A
SEG000435,medical,,fj->en,Savata wasoma na ligamu.,Wash your hands often.,S03,chatgpt,The book was read by the team.,,,,,annotator_A
SEG000023,bible,,fj->en,"sa kilai iratou na tacina o joseva, ia, o iratou e sega e ratou sega ni kilai koya.","and joseph knew his brethren, but they knew not him.",S03,chatgpt,"They knew the children of Joseph, but they did not know him.",,,,,annotator_A
SEG000011,bible,,en->fj,and joseph's ten brethren went down to buy corn in egypt.,"o iratou na lewe tini na taci joseva, e ratou sa lako sobu i ijipita me voli sila.",S02,gemini,Kei na tinikaiveitacini nei Josaia a lako sobu me volia na sila mai Ijipita.,,,,,annotator_A
SEG000413,medical,,fj->en,Na ivola e vakaraitaka na mataqali veitokoni e sa tu.,The booklet explains what support is available.,S03,chatgpt,The book shows the types of support that exist.,,,,,annotator_A
SEG000442,medical,,fj->en,Na oca e rawa ni ivakatakilakila ni mate.,Fatigue may be a symptom.,S03,chatgpt,The grave can be a symbol of death.,,,,,annotator_A
SEG000033,bible,,fj->en,"ni sa taukena na qele ni manumanu, na qele ni bulumakau, ka sa levu sara na nona dauveiqaravi. era sa vuvutaki koya na kai filisitia.","for he had possession of flocks, and possession of herds, and great store of servants: and the philistines envied him.",S01,microsoft_translate,"for he possessed flocks, herds, and had many servants. And the Philistines envied him.",,,,,annotator_A
SEG000436,medical,,fj->en,"Ni o tiko e vale, vakaraica vakavinaka nodrau veisau na nomu ivakatakilakila.",Monitor your symptoms closely while you are at home.,S01,microsoft_translate,"When you're at home, pay close attention to how your symptoms change.",,,,,annotator_A
SEG000210,dictionary,,fj->en,kaunitoni,"n. legendary ship of immigrant lutunasobasoba and degei, probably in s, settling at vuda, then with some of those of this so-called “first landing”, moving on to nakauvadra. these immigrants arrived long after the much earlier, more melanesian settlers.",S03,chatgpt,my beautiful,,,,,annotator_A
SEG000239,legal,,en->fj,"the state and all persons holding public office must not prefer or advance, by any means, any particular religion, religious denomination, religious belief, or religious practice over another, or over any non-religious belief; and","na matanitu kei ira na kena vakailesilesi ni valenivolavola ni lewenivanua mera kua ni totaka e dua na matalotu, isoqosoqo lotu, se mata vakabauta, oka tale ga kina na vakabauta sega ni yavutaki vakalotu; ka",S03,chatgpt,"na state kei na veika kece e tauyavutaka na i valavala ni matanivale me kakua ni veitiu, se veivakalele, e na bilo e dua na lotu, matai ni lotu, ivakadinadina ni lotu, se ivakavakarau ni lotu mai na dua, se mai na dua na ivakavakarau ni veika e sega ni lotu; kei na",,,,,annotator_A
SEG000424,medical,,fj->en,Unhelpful anxiety makes us feel stuck and blinds us to our own strengths.,Na loma taqaya e sega ni veivuke e vakavuna meda taroga tu ka meda sega ni raica na noda kaukauwa vakataki keda.,S01,microsoft_translate,Unhelpful anxiety makes us feel stuck and blinds us to our own strengths.,,,,,annotator_A
SEG000345,legal,,fj->en,"na minista ni ilavo e dodonu me biuta e dua na ripote i na palimedi ena loma ni na siga ni ciqomi oti na ripote, ia kevaka e sega ni dabe tiko na palimedi, me qai biu na ripote ena imatai ni siga ni sa oti kina e na siga mai na siga e ciqoma kina na ripote. ----------------------- page ----------------------- baqe ni maroroi ilavo e viti .—() na baqe ni maroroi ilavo e viti e baqe levu ni matanitu ka nona itavi me—","within days of receipt, or if parliament is not sitting, on the first day after the end of that period, the minister responsible for finance must lay the report before parliament. ----------------------- page ----------------------- reserve bank of fiji .—() the reserve bank of fiji is the central bank of the state, whose primary objects are—",S04,google_translate,"the Minister of Finance shall submit a report to Parliament within the date of receipt of the report, but if Parliament is not in session, the report shall be submitted on the first day after the date of receipt of the report. The Reserve Bank of Fiji .—() The Reserve Bank of Fiji is the central bank of the country and is responsible for—",,,,,annotator_A
SEG000042,conversational,,en->fj,his teacher’s name is mr john.,na yacai nona qasenivuli o mr john.,S03,chatgpt,na nona o koya o mr john.,,,,,annotator_A
SEG000182,definition,,fj->en,sitoa,shop,S03,chatgpt,sitoa,,,,,annotator_A
SEG000073,conversational,,en->fj,her name is alice.,e yacana o alice.,S04,google_translate,na yacana o Alisi.,,,,,annotator_A
SEG000433,medical,,fj->en,We might have trouble concentrating and staying focused.,E rawa ni dredre meda vakasamataka vinaka na veika ka sega ni rawarawa meda vakabibitaka e dua na ka.,S04,google_translate,We might have trouble concentrating and staying focused.,,,,,annotator_A
SEG000216,dictionary,,fj->en,root-word,used to express heaviness or importance. (see the following words and expressions.) ena,S02,gemini,root-word,,,,,annotator_A
SEG000195,definition,,fj->en,vonu,turtle,S04,google_translate,vonu,,,,,annotator_A
SEG000088,conversational,,fj->en,na cava o bera mai kina i koronivuli?,why are you late to school?,S03,chatgpt,What are you bringing from school?,,,,,annotator_A
SEG000143,definition,,en->fj,school teacher,qase ni vuli,S01,microsoft_translate,qasenivuli ni koronivuli,,,,,annotator_A
SEG000207,dictionary,,fj->en,sausau vuki,"v. to flip over, tumble over.",S03,chatgpt,the call of the wild,,,,,annotator_A
SEG000431,medical,,fj->en,"If you have thoughts of harming yourself, seek professional help immediately.","Kevaka o nanuma mo vakaleqai iko, kerea vakatotolo na veivuke mai vei ira na kenadau.",S01,microsoft_translate,"If you have thoughts of harming yourself, seek professional help immediately.",,,,,annotator_A
SEG000249,legal,,en->fj,"any office in a state service, including public service and the disciplined force;","na valenivolavola ni matanitu, okati kina na vakailesilesi vakamatanitu, kei na tabana ni veitaqomaki;",S04,google_translate,"dua na itutu ena dua na veiqaravi ni matanitu, oka kina na veiqaravi raraba kei na kaukauwa ni veivakadodonutaki;",,,,,annotator_A
SEG000366,medical,,en->fj,The booklet encourages future planning.,Na ivola e uqeta na kena caka na ituvatuva me baleta na veigauna mai muri.,S03,chatgpt,Na ka buklet e vakaraitaka na planing ni veika e na gauna mai muri.,,,,,annotator_A
SEG000301,legal,,en->fj,right to housing and sanitation,dodonu ni veivakavaletaki kei na tikosavasava,S04,google_translate,dodonu ni vale kei na savasava .,,,,,annotator_A
SEG000241,legal,,en->fj,an office established by written law; “public officer ” means the holder of a public office; “public service ” means the service of the state in a civil capacity but does not include—,valenivolavola e tauyavutaki ena lawa tabaki. “vakailesilesi ena valenivolavola ni lewenivanua” e vakaibalebale vua e dua e vakaitutu ena valenivolavola ni lewenivanua; “veiqaravi ni matanitu” e vakaibalebale ena veiqaravi ni matanitu vei ira na lewenivanua ka sega ni oka kina na—,S01,microsoft_translate,"e dua na valenivolavola e tauyavutaki ena lawa volai; ""vakailesilesi vakamatanitu "" kena ibalebale o koya e taura tu e dua na itutu vakamatanitu; "" veiqaravi raraba "" kena ibalebale na veiqaravi ni matanitu ena dua na itutu vakamatanitu ia e sega ni okati kina—",,,,,annotator_A
SEG000115,conversational,,fj->en,vakabira na shutters na katubaleka.,put shutters on the windows.,S04,google_translate,close the shutters and windows.,,,,,annotator_A
SEG000094,conversational,,fj->en,au rawa ni kerea nomu bilo?,"may i use your cup, please?",S01,microsoft_translate,Can I borrow your cup?,,,,,annotator_A
SEG000084,conversational,,fj->en,na vuata cava soti o rawa ni kunea mai vale?,what are some of the fruits readily available at your home?,S02,gemini,What kinds of fruit can you find at home?,,,,,annotator_A
SEG000268,legal,,en->fj,a written law shall—,na lawa tabaki me na—,S03,chatgpt,na tawa ni volavolaitaki e na—,,,,,annotator_A
SEG000403,medical,,en->fj,Private doctors approved by the Ministry can also provide medical certificates for self-isolation.,Na vuniwai taucoko era sa vakadonuya na matanitu e rawa tale ga ni solia na ivola ni tiko vakatikitiki e vale.,S01,microsoft_translate,O ira na vuniwai vakaitaukei e vakadonuya na Minisitiri e rawa talega ni ra solia na sitivikiti vakavuniwai me baleta na tiko vakatikitiki.,,,,,annotator_A
SEG000334,legal,,fj->en,"na ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",S02,gemini,"the required level of education and the procedure to be followed for appointments, which must be open, simplified, carried out fairly, but selection must be based on merit;",,,,,annotator_A
SEG000293,legal,,en->fj,"every citizen, and every other person lawfully in fiji, has the right to move freely throughout fiji and the right to leave fiji.","kevaka e sega ni tokona na peresitedi na lawa vakaturi ena loma ni gauna yalataki me vaka e virikotori ena wasetiki (), na lawa vakaturi sa na vakabau ena gauna e cava kina na gauna yalataki ena wasetiki (). taurivaki ni lawa .—() ena loma ni na siga ni oti na kena tokoni e dua na lawa vakaturi, na vunilawa me tabaka na lawa vakaturi ena itukutuku tabaki vakamatanitu me lawa ni palimedi.",S03,chatgpt,"na tamata ki na vanua kece, kei na tamata duidui tale eso e tiko tiko i Viti ena ai tuvatuva, e tiko vua na i tokani me yalataki vata kina e Viti kei na i tokani me biu i Viti.",,,,,annotator_A
SEG000213,dictionary,,fj->en,idini,(eng.) n. engine. idini cavu outboard motor. punts with outboard engines have replaced the sailing,S02,gemini,engine,,,,,annotator_A
SEG000425,medical,,fj->en,Na itukutuku e vukea na vuvale me vaka-kira ka vakavakarau.,Information helps families prepare.,S02,gemini,The information helps the family to estimate and prepare.,,,,,annotator_A
SEG000279,legal,,en->fj,"the commission shall consist of a chairperson and other members appointed by the president, on the advice of the judicial services commission following consultation by it with the attorney-general.","na matabose me lewena e dua na jemeni, kei na tale na lewena e digitaka na peresitedi ena ivakasala ni matabose veiqaravi ni mataveilewai ni oti na veitalanoa kei na vunilawa.",S04,google_translate,"na komisi ena lewena e dua na jeameni kei na so tale na lewenilotu e lesia na peresitedi, ena ivakasala ni komisi ni veiqaravi vakalawa ni oti na nona veitalanoa kei na loya levu.",,,,,annotator_A
SEG000441,medical,,fj->en,Na mosi ni sarisari e sega ni cegu rawa e dua na ivakatakilakila bibi.,Persistent chest pain is a warning sign.,S03,chatgpt,The pain of being exposed cannot be easily ignored by any significant reminder.,,,,,annotator_A
SEG000287,legal,,en->fj,a written law shall make provision for the exercise by a member of the public of the right to access official information and documents held by the government and its agencies. ----------------------- page ----------------------- auditor-general .—() the office of the auditor-general established under the state services decree continues in existence.,"na lawa tabaki e dodonu me vakamatatataka na nodra dodonu na lewenivanua mera kila, taura na itukutuku kei na ivola ni itukutuku e tiko ena veivalenivolavola vakamatanitu kei na kena veitabana. daunifika levu .—() na valenivolavola ni daunifika levu e tauyavutaki ena dikiri ni veiqaravi vakamatanitu , me na tomani tiko ga.",S02,gemini,E dua na lawa volai ena vakarautaka na kena iyaragi me baleta na kena vakayagataki mai vei ira na lewenivanua na dodonu me ra basika ki na itukutuku kei na ivola vakalesoni e tauri tu ena matanitu kei na kena veitabana. ----------------------- page ----------------------- Dau ni Vakatulewa Levu .—() Na valenivolavola ni Dau ni Vakatulewa Levu e tauyavutaki ena ruku ni Dekere ni Veiqaravi ni Matanitu sa tomana tikoga na kena ituvaki.,,,,,annotator_A
