item_id,source_text,ref,domain,direction,sentence_type_fine,source_id,source_doc,cand_A,cand_B,cand_C,cand_D,cand_A__semantic_fidelity_0_4,cand_A__cultural_adequacy_0_4,cand_A__fluency_0_4,cand_A__error_tags,cand_A__notes,cand_B__semantic_fidelity_0_4,cand_B__cultural_adequacy_0_4,cand_B__fluency_0_4,cand_B__error_tags,cand_B__notes,cand_C__semantic_fidelity_0_4,cand_C__cultural_adequacy_0_4,cand_C__fluency_0_4,cand_C__error_tags,cand_C__notes,cand_D__semantic_fidelity_0_4,cand_D__cultural_adequacy_0_4,cand_D__fluency_0_4,cand_D__error_tags,cand_D__notes
79,"hereby ye shall be proved: by the life of pharaoh ye shall not go forth hence, except your youngest brother come hither.","""oqo dou sa na vakatovolei, me vaka sa bula o fero, dou na sega ni biuta na vanua vakavo, kevaka sa kau mai o koya e gone duadua.",bible,en->fj,statement,bible|genesis|042|015,bible_genesis_verse__en2fj.csv,"Dou na vakadinadinataki kina: Dou na sega ni lako tani eke ena bula nei Fero, vakavo ga ke sa lako mai ki na tacimu gone duadua.","e na ka oqo dou na vakatovolei kina: e na vuku ni bula i Fero dou na sega ni lako tani eke, kevaka sa sega ni lako mai ki ke na tacimudou gone duadua.","Ena qai vakadinadinataki kemuni kina: Au bubului ena bula i Fero, dou na sega ni biubiu mai eke, kevaka dou sega ni kauta mai na tacimuni lailai duadua.","Oni e na vuni: ena bula ni farao e na motifaka e ni yacova, me na yacova na noqu itubutubu.",,,,,,,,,,,,,,,,,,,,
80,Do not use public transport or taxis.,Kakua ni vakayagataka na tolili ni lewenivanua se na taxi.,medical,en->fj,instruction,medical|medical_misc|e678c5f1f760,ocr_txt_bundle::medical_misc,Ena no usea na transport public kei na taxi.,Kakua ni vakayagataka na sala ni veilakoyaki raraba se tekisi.,Kakua ni vakayagataka na veivakau raraba se tekisi.,Kakua ni vakayagataka na veivakalesui raraba se na tekisi.,,,,,,,,,,,,,,,,,,,,
81,"Self-isolate means stay home and do not go to work, school, or public areas.","Na ibalebale ni vakatikitikitaki e vale: mo tiko ga e vale ka kakua ni lako icakacaka, vuli se na vanua era sota kina vakalewelevu na lewenivanua.",medical,en->fj,warning,medical|home_isolation|cc90ea063aea,ocr_txt_bundle::home_isolation,"Vakadua vakataki koya kena ibalebale mo tiko ga e vale ka kua ni lako i cakacaka, koronivuli, se vanua raraba.","Na vakatikitikitaki iko e kena ibalebale mo tiko ga e vale ka kakua ni lako ki na cakacaka, koronivuli, se vanua ni veimaliwai.","Na tiko vakatikitiki e kena ibalebale mo tiko ga e vale ka kakua ni lako ki cakacaka, koronivuli, se vanua raraba.","Oqo ni na vuli e na vale ka kakua ni lako ki na cakacaka, sieta, se vanua ni matua.",,,,,,,,,,,,,,,,,,,,
82,"na kalou o jiova sa taro tale mai, ""o cei e tukuna ni o sa luvawale tu? o sa kana beka mai na vunikau, au a vakarota vei iko mo kua ni kana mai kina? ""","and he said, who told thee that thou wast naked? hast thou eaten of the tree, whereof i commanded thee that thou shouldest not eat?",bible,fj->en,statement,bible|genesis|003|011,bible_genesis_verse__fj2en.csv,"the Lord Jehovah has again asked, ""who told you that you were naked? have you eaten from the tree that I commanded you not to eat from?""","Jehovah God again asked, ""Who said you were naked? hast thou eaten from the tree, which I commanded thee not to eat? ""","Jehovah God asked again, ""Who told you that you are naked? Have you eaten from the tree that I commanded you not to eat from?""","And the LORD God said, Who told thee that thou wast naked? hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?",,,,,,,,,,,,,,,,,,,,
83,"ia, sa kaukauwa tikoga na nona veqa ni dakai “na ligana sa vakaukauwataki mai vua na liga kaukauwa ni kalou i jekope (mai vua na i vakatawa levu na vatu kei isireli),","but his bow abode in strength, and the arms of his hands were made strong by the hands of the mighty god of jacob; (from thence is the shepherd, the stone of israel: )",bible,fj->en,statement,bible|genesis|049|024,bible_genesis_verse__fj2en.csv,"Yes, the powerful hand of God has strengthened his mighty arm, as it is written (from the great stone and Israel),","rather, his sword remains strong “his arm is strengthened by the mighty arm of the God of Jacob (from the great shepherd, the rock of Israel),","And, his bow remained strong; ""his hands were strengthened by the mighty hand of the God of Jacob (by the great Shepherd, the Stone of Israel),""","However, his bow was still strong, ""his hand strengthened by the mighty hand of the God of Jacob (by the Great Shepherd the Rock of Israel),",,,,,,,,,,,,,,,,,,,,
84,e vuli tiko e paradise secondary school.,he is schooling at paradise secondary school.,conversational,fj->en,statement,conversational|years_9_10|00026,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,he is attending Paradise High School.,She attends Paradise Secondary School.,The school is located at Paradise Secondary School.,Is studying at Paradise Secondary School.,,,,,,,,,,,,,,,,,,,,
85,na vuata cava soti o rawa ni kunea mai vale?,what are some of the fruits readily available at your home?,conversational,fj->en,question,conversational|years_4_5|00023,Years 4 - 5_Conversational Vosa VakaViti and Fiji Hindi.txt,What kinds of fruit can you find at home?,What fruits can you find at home?,What do you want to find out about at home?,what specific fruits can you find at home?,,,,,,,,,,,,,,,,,,,,
86,Sa dre ko Malolo,"[Literal Translation:Malolo is pulling or The sun is setting. (Malolo Island is in the west of Vitilevu Island, off the coast of Nadi).] [Meaning: It may mean that something is coming to an end. It can also mean that time is being wasted in idleness]",idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,I am going to Malolo.,"On the other hand, I'm going to take a break",Malolo sank,It's hard to rest,,,,,,,,,,,,,,,,,,,,
87,People with heart disease should monitor their symptoms closely during COVID-19.,Ira era tauvi mate ni uto me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.,medical,en->fj,symptom,medical|covid_general|08da5bf899dd,ocr_txt_bundle::covid_general,O ira na tamata e tauvi ira na mate ni uto me ra raica vakavinaka na nodra ivakatakilakila ena gauna ni COVID-19.,O ira e tauvi ira na mate ni uto mera dikeva matua na nodra ivakatakilakila ena gauna ni COVID-19.,E dua na veigauna ni ituvatuva vakayagataka o ira na tamata e loma ni veivakabauti e kena ruitaki ena COVID-19.,O ira na tauvimate yatevuvu dodonu me ra qarauna vakamatua na nodra ivakatakilakila ni mate ena gauna ni COVID-19.,,,,,,,,,,,,,,,,,,,,
88,vale ni lotu,church,definition,fj->en,example,definition|000735,definition.xlsx::Sheet1,church building,church,thank you for the prayer,Chapel,,,,,,,,,,,,,,,,,,,,
89,Seek immediate medical treatment.,Qarai vakatotolo na veivuke vakavuniwai.,medical,en->fj,instruction,medical|medical_misc|daf98b0974f8,ocr_txt_bundle::medical_misc,Vakasaqara totolo na veiqaravi vakavuniwai.,Taro na veivuke ni dokai.,Qara na veiqaravi vakavuniwai totolo sara.,Vakasaqara vakatotolo na veiqaravi vakavuniwai.,,,,,,,,,,,,,,,,,,,,
90,Workers with symptoms can attend a screening clinic to obtain a medical certificate.,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni gole ki na screening clinic mera taura kina na ivola ni tauvimate.,medical,en->fj,symptom,medical|screening_clinic|0f7ef7295d23,ocr_txt_bundle::screening_clinic,Na i vakavakarau na wekani e vuqa e va qito.,"Ko ira na cakacaka era tiko na nodra matetaka, era rawa ni gole ki na valenibula ni veitaratarataki me ra kerea kina na nodra ivola ni vuniwai.",O ira na tamata cakacaka e tiko vei ira na ivakatakilakila e rawa ni ra lako ki na dua na valenibula ni veisele me rawati kina e dua na ivolatara vakavuniwai.,O ira na tamata cakacaka e tiko vei ira na ivakatakilakila e rawa ni ra lako ki na valenibula ni dikevi mera rawata e dua na sitivikiti vakavuniwai.,,,,,,,,,,,,,,,,,,,,
91,"Kevaka o sivia na 60 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai.","If you are over 60 and have COVID-19 symptoms, seek medical care.",medical,fj->en,symptom,medical|covid_general|81958f3d2a0f,ocr_txt_bundle::covid_general,"If you are over 60 years old and see the symptoms of COVID-19, seek medical help immediately.","If you are over 60 and experiencing symptoms of COVID-19, seek medical attention immediately.","If you are over 60 years of age and experience symptoms of COVID-19, seek medical attention immediately.","If you are over 60 years old and experience symptoms of COVID-19, seek medical help immediately.",,,,,,,,,,,,,,,,,,,,
92,"—() every person has the right to freedom of religion, conscience and belief. ----------------------- page -----------------------","galala ni sokalou, rai vakayalo kei na vakabauta",legal,en->fj,right,constitution|22,constitution - eng.txt,"—() na tamata yadua e tiko na dodonu ki na galala ni lotu, vakasama kei na vakabauta. ----------------------- tabana -----------------------","—() na tamata yadua e tu vua na dodonu ni galala ni lotu, lewaeloma kei na vakabauta. tabana e","—() na veika e dua na tamata e dau rawa na nodra kilai ni veika e dodonu, na vakavinavinaka kei na nuitaka. ----------------------- page -----------------------","Na tamata kecega e tu vua na dodonu ni galala ni nona lotu, ni nona vakasama kei na nona vakabauta.",,,,,,,,,,,,,,,,,,,,
93,na yacai tamaqu o salesh.,my father’s name is salesh.,conversational,fj->en,statement,conversational|years_9_10|00015,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,My father's name is Salesh.,I will return with a reply soon.,my father's name is salesh.,My father's name was Salesforce.,,,,,,,,,,,,,,,,,,,,
94,e ra dau vakavinivo ni vuli na goneyalewa i koronivuli.,girls wear school dress to school.,conversational,fj->en,statement,conversational|years_4_5|00034,Years 4 - 5_Conversational Vosa VakaViti and Fiji Hindi.txt,School girls wore school dresses.,they were often schoolmates and schoolgirls.,It is a good opportunity for girls to learn in school.,The girls at school often complain about school.,,,,,,,,,,,,,,,,,,,,
95,"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",legal,fj->en,right,constitution|102(2)(b),constitution - itaukei.txt,"standards of education required and procedures to be followed for recruitment, which should be open, facilitated, cleanly fought, but candidates based on merit;","The approach to learning needs to be systematic and aligned with improvement strategies, and should be open, flexible, and thoroughly considered, while decisions should be based on evidence.","the level of education required and the criteria to be followed for hiring, which should be open, simplistic, transparent, and competitive, but selection should be based on merit;","Required educational standards and the procedures to be followed for accreditation, which should be public, accessible, fairly administered, but selection should be based on merit.",,,,,,,,,,,,,,,,,,,,
96,"Na ibalebale ni vakatikitikitaki e vale: mo tiko ga e vale ka kakua ni lako icakacaka, vuli se na vanua era sota kina vakalewelevu na lewenivanua.","Self-isolate means stay home and do not go to work, school, or public areas.",medical,fj->en,instruction,medical|home_isolation|cc90ea063aea,ocr_txt_bundle::home_isolation,"The meaning of home isolation: you are to stay at home and not go to work, school, or places where large numbers of people gather.","The meaning of isolation at home: just stay at home and do not go to work, school, or places where people gather in large numbers.","Stay at home means: stay at home and not go to work, school or public places.","What home isolation means: stay at home and not go to work, school or other places where large numbers of people meet.",,,,,,,,,,,,,,,,,,,,
97,aunt,tina-levu,definition,en->fj,headword,definition|000653,definition.xlsx::Sheet1,māmā,nei,tinaqu,gane,,,,,,,,,,,,,,,,,,,,
98,"vakavo ke vakarautaki ena yavunivakavulewa qo, na tamata yadua e tu vua na dodonu me vakaraitaka nona kudru i na matabose, me vakaraitaka kina na nona dodonu kei na galala e yavutaki ena wase qo, e sega ni vakamuri se vakacacani. ----------------------- page -----------------------",every person who is not a citizen but is lawfully in fiji has the right not to be expelled from fiji except pursuant to an order of a court or a decision of the minister responsible for immigration on a ground prescribed by law.,legal,fj->en,right,constitution|8(5),constitution - itaukei.txt,"Unless otherwise provided for by this Constitution, every person has the right to express their grievance to the assembly, to express their rights and freedoms founded on this Chapter, which shall not be disregarded or violated.","Except as provided in this Chapter, every person who has the right to make a complaint to the Board, to assert his rights and privileges based on this Chapter, shall not be complied with or violated. ----------------------- page -----------------------","except as provided for in this Constitution, everyone has the right to express his or her grievance to the courts, to exercise his or her rights and freedoms set forth in this Declaration. ----------------------- page ----------------------","At this gathering, every person has the right to express their grievances in front of the assembly, to demonstrate their rights and freedoms derived from this section, without being intimidated or belittled.",,,,,,,,,,,,,,,,,,,,
